assessment_id,person_id,workshop_id,timestamp,role,department_id,confidence_ai_tools,confidence_pedagogical_use,confidence_risk_mitigation,overall_readiness
95ee0219-2ef1-4932-9f0e-a5d75b9b7603,P_0024,WS_001,2023-01-22T00:00:00,staff,DEPT_005,2,1,2,3
7b6de66f-454e-4edf-961b-74338b1c1cb3,P_0061,WS_001,2023-01-21T00:00:00,grad_student,DEPT_004,4,3,3,1
a37f8f42-88a6-409d-a76b-c9a5f448a0d3,P_0043,WS_001,2023-01-18T00:00:00,grad_student,DEPT_001,2,3,1,1
44c980c2-fea2-4c8c-a995-2e5da04e27d2,P_0196,WS_001,2023-01-20T00:00:00,faculty,DEPT_002,3,4,4,4
9b0bb3ef-5a10-4a93-b30c-eebb1733f399,P_0125,WS_001,2023-01-21T00:00:00,staff,DEPT_002,4,1,1,2
fbb5247c-5033-4ae9-9e83-84f978028011,P_0124,WS_001,2023-01-20T00:00:00,staff,DEPT_009,2,4,4,4
2cf85a70-ba4f-4df6-83c2-da876aa61706,P_0055,WS_001,2023-01-22T00:00:00,grad_student,DEPT_001,1,2,2,3
43274086-1c5b-4f5f-b7e7-8acd61ea70c8,P_0103,WS_001,2023-01-22T00:00:00,faculty,DEPT_003,4,4,4,3
48a28a04-963a-4cb2-8b51-012ff2de1c11,P_0181,WS_001,2023-01-22T00:00:00,faculty,DEPT_008,2,3,2,4
23c1848d-933d-4809-b4f1-34659aeb7e4a,P_0157,WS_001,2023-01-19T00:00:00,faculty,DEPT_003,1,2,3,3
7f137a48-7951-4382-887c-54e031a2ca3a,P_0098,WS_001,2023-01-19T00:00:00,staff,DEPT_007,4,4,1,1
9b1df375-0031-4d32-9963-daf085d1de1c,P_0001,WS_001,2023-01-19T00:00:00,faculty,DEPT_002,1,3,1,2
6ba6b472-fd2e-4c0b-bf55-15f19f2efad6,P_0100,WS_001,2023-01-19T00:00:00,staff,DEPT_010,4,1,4,3
e3076b30-a9f5-46ce-bf1d-bd327211748c,P_0068,WS_001,2023-01-19T00:00:00,staff,DEPT_006,4,3,4,1
4bb50afa-f9ee-4358-a3a5-34f592d9f949,P_0117,WS_001,2023-01-21T00:00:00,grad_student,DEPT_007,1,4,4,1
ae5a5e8a-9dbc-4878-bbd5-ed2918e25294,P_0074,WS_001,2023-01-19T00:00:00,faculty,DEPT_008,2,3,2,3
1db757ca-8f3a-4d23-9d75-8941ede9f6bc,P_0171,WS_001,2023-01-22T00:00:00,faculty,DEPT_010,2,3,1,4
d44b4da3-edbc-433c-92d9-6aea234c487f,P_0155,WS_001,2023-01-19T00:00:00,staff,DEPT_003,3,3,4,4
bb3694e2-ec67-4bb3-a012-e7d1742eac6e,P_0040,WS_001,2023-01-20T00:00:00,grad_student,DEPT_004,2,1,3,4
4fb9e12d-6d8c-417c-987d-ee16f51e0dd0,P_0175,WS_001,2023-01-20T00:00:00,grad_student,DEPT_005,4,2,4,4
bb2c9fed-879c-40cd-aa40-12df78525989,P_0083,WS_002,2023-07-04T00:00:00,grad_student,DEPT_008,4,4,2,4
960bf079-2d60-4a02-a52a-347c03f76915,P_0049,WS_002,2023-07-03T00:00:00,faculty,DEPT_008,4,1,2,4
568707d3-726c-4221-be5c-250d52c52842,P_0179,WS_002,2023-07-01T00:00:00,grad_student,DEPT_007,1,3,4,3
2f3e6168-a444-4328-abb5-20a28e6770e0,P_0062,WS_002,2023-07-01T00:00:00,faculty,DEPT_005,1,4,1,1
90add2e3-1c82-4a36-bd4d-46d636686fd1,P_0147,WS_002,2023-07-03T00:00:00,faculty,DEPT_006,3,3,3,4
4a626d96-3adb-43dc-a282-16b9c4ef7e06,P_0099,WS_002,2023-07-01T00:00:00,faculty,DEPT_003,2,1,4,2
01c5a6eb-7cbb-4db1-909e-618399b6d5a3,P_0060,WS_002,2023-06-30T00:00:00,staff,DEPT_005,3,1,4,3
e710e3c1-236b-4307-9e73-30524dc06d51,P_0199,WS_002,2023-07-03T00:00:00,grad_student,DEPT_005,4,3,4,3
f5cf0ffb-9028-4dd1-a9e5-80b074ca9328,P_0106,WS_002,2023-07-02T00:00:00,staff,DEPT_010,3,3,1,4
74dba8db-9f91-451f-8c5c-0c31054b9e83,P_0012,WS_002,2023-07-03T00:00:00,grad_student,DEPT_010,4,3,2,3
e60e778d-5016-4a5c-889a-776f9d6b6e09,P_0082,WS_002,2023-07-04T00:00:00,grad_student,DEPT_003,1,1,3,4
a1d137f0-e043-4957-844f-d323698c8994,P_0076,WS_003,2023-07-13T00:00:00,grad_student,DEPT_007,3,1,2,4
9f3a7d16-61d8-4c5c-bc12-97b85a74cc5a,P_0084,WS_003,2023-07-12T00:00:00,grad_student,DEPT_002,4,3,4,1
102285a7-b38b-4949-81b1-00d3f3de531e,P_0192,WS_003,2023-07-09T00:00:00,faculty,DEPT_002,2,4,4,3
54fe435b-905c-4531-a3ca-c90cd021508e,P_0107,WS_003,2023-07-13T00:00:00,grad_student,DEPT_007,1,4,4,3
bf3a7cf8-8c1a-417c-83e2-31b070842d85,P_0045,WS_003,2023-07-10T00:00:00,staff,DEPT_004,1,3,3,1
c3e874ae-de80-4058-8c55-ed089316deed,P_0052,WS_003,2023-07-12T00:00:00,grad_student,DEPT_004,1,1,3,2
44313db9-e7d1-40ac-88df-d639310fbbf7,P_0034,WS_003,2023-07-11T00:00:00,faculty,DEPT_010,2,3,2,1
d4bb7733-ba31-465c-ac85-1dd414c68e63,P_0139,WS_003,2023-07-12T00:00:00,grad_student,DEPT_002,1,2,1,3
386794d6-8de4-4ab6-915e-64bf6a6213c4,P_0094,WS_003,2023-07-10T00:00:00,faculty,DEPT_001,4,1,1,4
b01cd255-2a87-4580-a660-aaf8a22c9712,P_0136,WS_003,2023-07-13T00:00:00,faculty,DEPT_009,1,3,4,1
3cf347f0-9bc8-4b4a-b5cd-d4a2b98969d6,P_0129,WS_003,2023-07-09T00:00:00,grad_student,DEPT_008,4,1,1,3
121ec26b-b531-4d1a-927d-cad6e6e7335c,P_0070,WS_003,2023-07-09T00:00:00,grad_student,DEPT_010,3,4,3,4
c7432e8c-9097-4ffa-8806-673b8d87cee8,P_0043,WS_003,2023-07-10T00:00:00,grad_student,DEPT_009,2,4,4,2
411ca1ab-11fe-40ff-a7eb-e75f4eaf567d,P_0066,WS_003,2023-07-12T00:00:00,staff,DEPT_002,4,3,3,3
b4ab6a0f-b02c-434f-ad63-2bf87e81f115,P_0124,WS_003,2023-07-09T00:00:00,staff,DEPT_002,1,3,2,1
2ef76020-bcf6-4b45-9309-000a4de8f4ba,P_0200,WS_003,2023-07-11T00:00:00,staff,DEPT_007,4,1,3,3
31ad646f-32ac-494d-9c03-b4fd20c4228b,P_0087,WS_003,2023-07-11T00:00:00,faculty,DEPT_008,1,3,3,1
d772924f-7999-4f65-b28f-804e1e175d31,P_0030,WS_003,2023-07-11T00:00:00,grad_student,DEPT_010,1,3,1,2
bdc88900-b152-4f03-b234-5f3302b89454,P_0120,WS_003,2023-07-13T00:00:00,faculty,DEPT_003,4,1,2,1
657e6eaa-9cb0-43e7-a6ad-dc27ea895d1d,P_0020,WS_003,2023-07-09T00:00:00,staff,DEPT_008,2,3,3,3
80960195-ee3c-4200-8e59-eb3faed5be5b,P_0037,WS_003,2023-07-10T00:00:00,faculty,DEPT_010,1,3,4,4
7664c53c-ddc9-4c16-97df-5f0723376062,P_0058,WS_003,2023-07-09T00:00:00,faculty,DEPT_009,3,4,1,3
e7bee993-cd1b-4190-9182-4bf9395a467b,P_0174,WS_003,2023-07-12T00:00:00,staff,DEPT_004,1,1,2,3
f3fbf2b7-f7e7-40c3-8a7b-99c6be90c4e8,P_0173,WS_003,2023-07-09T00:00:00,staff,DEPT_001,4,2,2,4
df68af1e-71b8-48ef-a0fc-579c9d146b11,P_0102,WS_003,2023-07-10T00:00:00,faculty,DEPT_006,4,1,4,1
4d80a236-c8a9-4508-b324-54683209ec3a,P_0143,WS_003,2023-07-13T00:00:00,grad_student,DEPT_007,4,3,1,4
d5d2ffd1-8261-4c55-8b1b-e8b28fe44899,P_0198,WS_003,2023-07-09T00:00:00,faculty,DEPT_006,4,1,2,4
9aaea070-b892-469c-b6d6-fc4fb8800794,P_0024,WS_003,2023-07-09T00:00:00,faculty,DEPT_006,3,2,1,1
d281251f-70f8-47b1-b8ae-61e0acb7ea91,P_0176,WS_003,2023-07-12T00:00:00,faculty,DEPT_003,1,2,3,2
97d5bf39-259d-4455-8217-372f91048657,P_0004,WS_003,2023-07-10T00:00:00,staff,DEPT_008,4,3,3,2
9cc15e92-ea6f-475a-bf51-2a0d9d525a01,P_0068,WS_003,2023-07-10T00:00:00,grad_student,DEPT_005,1,3,1,3
eb8dbcb0-b375-460f-9615-d4fc144032e4,P_0138,WS_003,2023-07-10T00:00:00,grad_student,DEPT_002,1,4,4,1
ac30172f-493d-45be-a5fb-4a30c1efbc76,P_0032,WS_003,2023-07-11T00:00:00,grad_student,DEPT_008,2,1,4,1
3b1517ac-0b2a-4067-b9fd-98864fa41619,P_0117,WS_003,2023-07-11T00:00:00,faculty,DEPT_001,4,4,2,3
86e66a31-2f0f-4adf-9422-f041622689c6,P_0095,WS_003,2023-07-09T00:00:00,faculty,DEPT_010,3,1,3,1
b53ebd86-2b91-4d83-82da-821848a92e75,P_0170,WS_003,2023-07-11T00:00:00,faculty,DEPT_010,3,1,2,3
9ad4a472-dad2-4126-a3f5-2f2e796e42c5,P_0150,WS_003,2023-07-12T00:00:00,grad_student,DEPT_010,1,3,4,3
980be294-7587-48e8-af43-99774eff9acb,P_0024,WS_004,2023-12-08T00:00:00,grad_student,DEPT_003,4,1,4,3
4fc032ba-30db-4646-815e-90697634e334,P_0166,WS_004,2023-12-07T00:00:00,grad_student,DEPT_004,2,3,4,2
567521a9-f201-4494-8d63-e7b68e503536,P_0172,WS_004,2023-12-07T00:00:00,grad_student,DEPT_007,4,2,2,2
00f72a50-8141-403b-a880-8a60f26fabb9,P_0109,WS_004,2023-12-07T00:00:00,grad_student,DEPT_002,1,3,1,2
d6778a75-edcb-4adf-a569-a1e328c2647d,P_0131,WS_004,2023-12-06T00:00:00,staff,DEPT_004,3,1,4,1
f3885dae-058a-4b74-9063-4cee2a1a529c,P_0093,WS_004,2023-12-08T00:00:00,faculty,DEPT_006,1,3,1,3
3d256dc0-db0f-4a21-b43f-ce0040a78675,P_0005,WS_004,2023-12-09T00:00:00,grad_student,DEPT_003,4,4,1,1
50a7e342-0927-4844-89fc-eca882255cee,P_0195,WS_004,2023-12-07T00:00:00,grad_student,DEPT_010,4,1,3,2
5a1f9a1c-89de-442a-aacc-36f3a0a14bc9,P_0080,WS_004,2023-12-05T00:00:00,staff,DEPT_010,1,1,4,1
54f8b809-60e9-4612-b285-a841c0f5ed5d,P_0047,WS_004,2023-12-09T00:00:00,faculty,DEPT_007,3,2,4,2
79b973c3-3436-4711-8d9f-af09a9c8a5be,P_0055,WS_004,2023-12-06T00:00:00,grad_student,DEPT_009,1,4,4,1
84605072-a82b-460a-abd0-f27cb363b054,P_0088,WS_004,2023-12-09T00:00:00,staff,DEPT_002,2,1,3,2
b9228016-492b-4c67-b4fd-473f4c7cafee,P_0125,WS_004,2023-12-06T00:00:00,grad_student,DEPT_008,4,2,2,1
6fa9baa5-1158-478b-a1ca-fe30efae8219,P_0050,WS_004,2023-12-09T00:00:00,staff,DEPT_001,3,4,4,3
66ded26e-011f-424d-ba1c-08b60627498c,P_0058,WS_004,2023-12-06T00:00:00,staff,DEPT_006,1,3,4,4
8dbfca12-5a44-44ed-a0a3-b0f3bccfd8ba,P_0036,WS_004,2023-12-06T00:00:00,staff,DEPT_008,3,1,4,1
b8379ed9-f29c-4a01-b107-aca0d0d7ceb5,P_0040,WS_004,2023-12-05T00:00:00,faculty,DEPT_002,3,3,3,4
c74dbeba-d61c-40a9-96c1-a4a7305f8a77,P_0020,WS_004,2023-12-09T00:00:00,staff,DEPT_006,1,3,4,3
82402ee1-4b6e-4dd6-bc45-7eb285126823,P_0076,WS_004,2023-12-09T00:00:00,grad_student,DEPT_009,2,1,2,4
54604c2a-85c7-4cef-abb5-4915b8df0413,P_0026,WS_004,2023-12-07T00:00:00,staff,DEPT_006,1,2,4,3
55b57b33-9b55-4766-ae85-718a77ba6c27,P_0130,WS_004,2023-12-09T00:00:00,staff,DEPT_006,3,3,2,1
9f7b6d07-ac39-4f0d-bc80-4f399c35e8ef,P_0139,WS_004,2023-12-05T00:00:00,faculty,DEPT_009,3,3,4,2
83cf57d5-3ae6-4cc5-b75a-736fdee25947,P_0135,WS_004,2023-12-07T00:00:00,faculty,DEPT_003,4,2,4,1
492231a6-e5f1-4adf-903c-de42d201879a,P_0010,WS_004,2023-12-05T00:00:00,staff,DEPT_009,3,2,2,3
815e22e4-0dd3-4f25-a434-b076d8d8d237,P_0170,WS_004,2023-12-05T00:00:00,faculty,DEPT_008,3,3,4,2
d072797a-67f7-4d89-a6f4-e0dd832fffc1,P_0087,WS_004,2023-12-07T00:00:00,grad_student,DEPT_008,4,4,1,2
8163ff82-b476-4c35-82f2-c2934989146f,P_0159,WS_004,2023-12-05T00:00:00,staff,DEPT_009,2,2,2,4
d76329d4-dca4-457b-b6c1-9f690ce287c7,P_0034,WS_004,2023-12-09T00:00:00,faculty,DEPT_003,3,2,3,3
482fcfb6-01ce-4953-8ea8-1b472ac23e05,P_0153,WS_004,2023-12-08T00:00:00,grad_student,DEPT_003,3,1,2,2
62240cb1-428d-485a-b5ff-8c48da539164,P_0097,WS_004,2023-12-08T00:00:00,faculty,DEPT_010,1,1,1,3
83add844-2ee8-408a-85e3-1b578ce70ca2,P_0184,WS_004,2023-12-06T00:00:00,grad_student,DEPT_008,3,3,4,2
0663cf71-7003-4020-a472-4c0320e24fe9,P_0042,WS_004,2023-12-07T00:00:00,staff,DEPT_003,4,4,4,2
c23f624c-8ef1-4a67-a519-abf35c2f1aaa,P_0191,WS_004,2023-12-08T00:00:00,staff,DEPT_006,2,3,1,3
6b3f9368-7648-457b-8472-70e3c518f80a,P_0160,WS_004,2023-12-08T00:00:00,faculty,DEPT_003,1,3,4,4
bdfea1be-9866-4817-9418-71502aa26e2e,P_0049,WS_005,2023-03-23T00:00:00,faculty,DEPT_003,4,1,1,1
2a74f8d4-8163-46d1-b51e-36ae1e3389cf,P_0196,WS_005,2023-03-21T00:00:00,grad_student,DEPT_003,2,3,3,2
aa676b57-bb65-4bac-aa24-bbb65c158612,P_0041,WS_005,2023-03-22T00:00:00,grad_student,DEPT_009,4,3,4,1
1b3391f6-46c3-4965-aa66-adaab7bdcb58,P_0128,WS_005,2023-03-24T00:00:00,grad_student,DEPT_005,1,4,3,2
50caf4c7-db68-4a74-be53-c4d189cb0102,P_0132,WS_005,2023-03-23T00:00:00,staff,DEPT_010,2,2,1,1
5616be11-7746-4e89-a7ef-ff755723cca8,P_0120,WS_005,2023-03-23T00:00:00,grad_student,DEPT_007,2,4,4,1
6b14ffe9-97e2-4527-b42f-8bedc397b296,P_0197,WS_005,2023-03-20T00:00:00,grad_student,DEPT_008,4,3,2,4
86d3cf15-2d82-494f-a1e2-a02aef202d52,P_0079,WS_005,2023-03-20T00:00:00,grad_student,DEPT_005,4,2,2,3
663e42f0-a77a-405a-8336-f9f89cc57365,P_0194,WS_005,2023-03-20T00:00:00,grad_student,DEPT_004,4,3,4,3
1cf461eb-d3b9-4581-84d3-f49066b80f65,P_0006,WS_005,2023-03-24T00:00:00,staff,DEPT_009,4,3,2,3
1516eb2a-e72d-42ea-a05f-f8d7c20324f3,P_0024,WS_005,2023-03-20T00:00:00,grad_student,DEPT_005,4,2,2,3
6a184891-8163-4324-8b08-0aaac3e601e1,P_0101,WS_005,2023-03-24T00:00:00,faculty,DEPT_010,2,1,2,2
486a0ddf-4b78-4a0f-8a19-dc5fc6e1122e,P_0130,WS_005,2023-03-21T00:00:00,grad_student,DEPT_002,2,1,2,4
1040d7e4-924c-41d1-a23b-87fa221737b6,P_0118,WS_005,2023-03-23T00:00:00,grad_student,DEPT_005,1,1,2,1
88cce077-1118-4739-94a5-d46208af878a,P_0062,WS_005,2023-03-20T00:00:00,grad_student,DEPT_003,3,1,1,3
36d66c5e-8c5b-4f93-8668-b86002c65887,P_0056,WS_005,2023-03-23T00:00:00,grad_student,DEPT_009,4,2,4,3
0e5e355a-ec75-41e6-9265-93e02bd550fa,P_0150,WS_005,2023-03-20T00:00:00,grad_student,DEPT_005,2,1,3,3
370fb3f0-6bce-4a4a-b608-0e28ac262895,P_0091,WS_005,2023-03-23T00:00:00,staff,DEPT_007,3,1,4,1
83f266b8-9295-490c-8f94-ff4608f4fb6a,P_0013,WS_005,2023-03-22T00:00:00,staff,DEPT_005,2,4,3,3
becf6e5e-fb42-4141-ab46-c3c4d0c08d3f,P_0182,WS_005,2023-03-22T00:00:00,grad_student,DEPT_006,2,1,1,4
9394d2d3-f387-4e3b-830c-99576da18a44,P_0073,WS_005,2023-03-23T00:00:00,grad_student,DEPT_005,1,3,3,2
60221c10-dca2-4fc0-a867-82a283c2ccec,P_0127,WS_005,2023-03-20T00:00:00,staff,DEPT_010,4,4,2,2
46a2a9c4-c481-488c-9948-387a286658c1,P_0153,WS_005,2023-03-23T00:00:00,faculty,DEPT_006,1,1,2,2
2321b41a-9210-445a-89b3-ec739e6433d1,P_0168,WS_005,2023-03-21T00:00:00,grad_student,DEPT_004,4,1,4,1
f7d26650-77c3-4a46-8bfa-221d11dfb68a,P_0173,WS_005,2023-03-22T00:00:00,grad_student,DEPT_001,4,3,1,4
797d41ad-172f-4a3a-8ed1-fdffbaed019e,P_0121,WS_005,2023-03-21T00:00:00,staff,DEPT_001,3,1,1,1
e19a3038-0ab7-43d3-ada2-62ca407570f2,P_0074,WS_005,2023-03-24T00:00:00,staff,DEPT_007,4,4,4,4
931bfc86-e31b-406b-9cb9-4383bea68414,P_0138,WS_005,2023-03-24T00:00:00,faculty,DEPT_006,2,4,2,2
89287f77-4905-4571-978a-b4a9497e5376,P_0003,WS_005,2023-03-22T00:00:00,staff,DEPT_009,4,2,2,4
e4ffccd3-25f2-4f03-8a3f-cb235a64e22a,P_0028,WS_005,2023-03-24T00:00:00,grad_student,DEPT_001,4,1,2,2
04dfda52-00ae-4038-9a88-b9531cff866f,P_0111,WS_005,2023-03-20T00:00:00,faculty,DEPT_001,1,4,4,2
1863ca7c-7ae8-411f-ad3d-a1f07f94d8f3,P_0035,WS_005,2023-03-23T00:00:00,grad_student,DEPT_004,3,3,2,3
d78a49ee-6727-492e-ba9b-fd4b7d83a9a4,P_0068,WS_005,2023-03-22T00:00:00,faculty,DEPT_005,2,4,4,1
c329c2d0-271a-40d3-80b6-a1c747f37ea7,P_0094,WS_005,2023-03-20T00:00:00,staff,DEPT_007,2,3,4,2
fcfcc178-f958-4568-b7b7-c5517dfb4136,P_0104,WS_005,2023-03-21T00:00:00,staff,DEPT_003,1,4,4,2
04071764-1030-4eeb-9af8-341470e0f309,P_0167,WS_005,2023-03-22T00:00:00,staff,DEPT_002,3,1,2,1
0568e6ab-fb57-447b-a8bd-340a5f64253a,P_0012,WS_005,2023-03-22T00:00:00,faculty,DEPT_002,2,4,2,3
25ade6e8-31c2-40dd-9121-aefcb8e73d77,P_0103,WS_005,2023-03-22T00:00:00,faculty,DEPT_008,2,4,2,3
a77a42f5-4771-4af1-b2fb-4c48a6a0e095,P_0014,WS_005,2023-03-21T00:00:00,staff,DEPT_005,3,4,4,1
a0cf44ee-9b9c-45cb-9421-3d72bd85d66b,P_0146,WS_005,2023-03-20T00:00:00,grad_student,DEPT_001,2,2,1,3
9dc78c45-5707-407b-9553-a85ad914bed3,P_0144,WS_005,2023-03-21T00:00:00,faculty,DEPT_003,3,2,4,2
35d3471d-76cb-45d0-ba90-4b30da795fc5,P_0050,WS_005,2023-03-23T00:00:00,grad_student,DEPT_008,4,4,2,3
5c207a67-b2a0-46f0-b405-4065c3985fff,P_0093,WS_005,2023-03-24T00:00:00,grad_student,DEPT_009,1,1,1,1
ff030976-2256-493e-bf5a-8bf2c10cda98,P_0142,WS_005,2023-03-20T00:00:00,faculty,DEPT_003,2,4,3,1
7e773e94-ac19-491b-9b64-58b46f9320d1,P_0174,WS_005,2023-03-20T00:00:00,faculty,DEPT_008,1,4,1,1
a7764ee0-4082-4133-b7ae-d1339b401a62,P_0019,WS_005,2023-03-20T00:00:00,grad_student,DEPT_009,4,2,1,1
8b0d2f27-f398-47d5-8c28-6839f8db7e57,P_0099,WS_005,2023-03-21T00:00:00,staff,DEPT_005,3,4,1,3
0dc1f3b0-4e93-4ac8-b03d-eb0640e24bde,P_0188,WS_005,2023-03-21T00:00:00,grad_student,DEPT_005,1,1,1,4
d4c7cf52-5cb4-4109-aad4-05b79c2014f6,P_0116,WS_005,2023-03-22T00:00:00,grad_student,DEPT_001,2,1,4,4
39d728af-927a-49ac-b208-23658da53ef3,P_0141,WS_005,2023-03-22T00:00:00,grad_student,DEPT_004,4,3,1,1
582f3e02-59dc-498c-ba02-b20819bb15bd,P_0072,WS_005,2023-03-22T00:00:00,faculty,DEPT_006,2,2,4,1
34924b96-322a-4170-bc3a-554e278def58,P_0031,WS_005,2023-03-24T00:00:00,staff,DEPT_009,4,2,1,3
a5bc97ab-5c6b-437f-9af7-4f7ccecef17b,P_0033,WS_005,2023-03-21T00:00:00,grad_student,DEPT_010,4,3,1,3
11e49cd0-dfd4-493b-9447-8fd1922bf37a,P_0025,WS_005,2023-03-24T00:00:00,faculty,DEPT_007,4,1,3,2
fcf44890-bb7b-42ed-bc62-3a88bc67e354,P_0189,WS_005,2023-03-24T00:00:00,grad_student,DEPT_003,4,3,3,1
884ec64a-29ac-467e-822b-1a06d9f0ac30,P_0096,WS_005,2023-03-20T00:00:00,faculty,DEPT_002,1,2,4,4
7c3cd953-cfb8-454a-94f2-7eea4bc24f06,P_0087,WS_005,2023-03-22T00:00:00,staff,DEPT_002,1,3,4,1
